Attendance,StudyHours,AssignmentScore,PreviousGPA,ParticipationLevel,InternetUsage,SleepHours,FamilySupportIndex,ExtraCurricular,FinalExamScore
67,4.177161097839702,58,7.075386969811373,3,1.994560153046191,8.111637626994147,2,1,63.0682490798115
94,6.721845334952697,69,8.513736189675996,5,1.893199083978813,6.529453324246512,5,1,85.1546697894564
73,4.887791175520214,50,7.927469917098467,3,0.6397417136195873,6.772509381291658,1,1,64.83702308977097
76,2.732656586613073,57,7.446841019438322,3,2.2007899238776103,6.504761875078488,5,1,62.69997094885743
95,9.338508603697942,72,9.79683450748205,5,0.5969680132377879,6.46936206110912,1,1,92.63697249920224
99,3.0945490473516912,52,8.528637996745829,4,4.59957566827231,7.103786307605837,4,0,66.82009779334028
63,9.60189883056642,53,6.519765489071765,5,5.797645786489115,8.235197778004602,5,1,78.2771916702678
61,5.568046183663646,74,8.240366789773582,3,5.820446740000241,6.4470732476902635,4,0,67.96070179814647
65,3.481063430708957,96,9.122927412803604,4,5.1904265962523635,7.097018882150946,4,1,71.60209168230327
63,6.335207579026865,87,8.83395878997119,1,3.6047528960377146,7.682909301770403,2,1,74.56400883929133
88,8.983566687011265,64,6.6883569171810375,5,4.20519418346328,6.0777577852146205,5,1,83.14245198215137
77,7.8577990912764895,70,9.889679996160414,5,1.7112348160824844,6.11009121960957,1,0,82.06998400872735
85,8.452489182891597,84,7.7952545829864235,4,3.7846225210357236,8.733652508093819,1,0,83.95006546249618
93,7.270266933685739,95,6.636100014961045,1,2.733897296639265,7.894138293324355,5,0,82.78678390711609
69,7.53821251614282,63,6.720783016512591,1,2.892104038661595,7.3087467048932355,2,0,68.86469994785199
95,8.793565212522555,85,6.3929399687563215,4,4.5466593622509475,7.590880217682448,2,1,85.85152188647926
73,3.9973440708734875,61,9.214072433739737,2,1.6915101335835099,5.1171977724136735,2,1,65.80126124346702
90,5.915399709145124,66,6.488121977287395,5,1.9082376701671193,7.472411862246787,1,0,72.52334370069647
74,3.769675534556818,88,6.500501028566988,5,5.54785074677182,7.038035492896808,4,0,67.15668110985642
67,9.901344063973177,58,9.40188645904335,3,0.33734576910583347,7.182998719117743,2,0,84.03339325863851
73,9.552474717492906,84,7.378416337790238,4,2.9138057904800423,6.437695307323269,1,1,84.78572497096769
82,2.315414490948047,62,6.12343161723229,3,5.4768048024471705,5.325895590851768,1,0,51.67109045475168
99,7.644601380125508,64,6.207581198073644,3,3.662178046908942,5.773356934448209,4,0,77.03705268481589
80,9.401986539325327,67,6.568681786815582,1,3.2784424452727925,8.802978852850687,5,1,82.56496944167796
75,3.4446027610186682,100,6.853573391902758,5,1.4984650753761313,6.634798249083736,5,0,72.70164617857523
77,6.543561844421036,82,8.660584776953621,3,2.0596529343866896,6.866732623323457,2,1,78.8073023023523
83,9.323906380704335,55,6.629305120007313,1,5.112290494828158,5.210839159413756,2,1,73.51381822134
85,2.2715678286863907,76,6.475497564708288,4,3.355308790610749,5.150264918175923,4,1,62.381945677314924
84,7.579362137974719,72,9.058876565905116,3,3.088453162540679,7.868725788187031,2,1,82.57305040271936
100,4.378792058980406,76,8.684221135439657,5,0.5974782812401735,7.152378656484445,4,1,81.06956801720924
88,9.395169563012242,83,7.741296885820945,3,0.09616893873073873,7.034823936865067,1,0,87.11455829040071
74,9.768465961322942,95,8.197239085920415,4,5.782111132122295,5.972498121690675,2,0,86.32126757294985
60,9.554131912907472,87,7.247936081305674,3,2.2619170037210496,7.979002926519689,1,1,82.41095644604614
84,5.79371373325971,63,7.930001680941443,5,3.6192783725970257,5.6729463164339675,3,1,74.45772974175027
66,8.896341207914507,85,8.026690595930983,1,0.47829043912370994,5.75973897464408,4,0,81.6410839627982
68,8.756395188280564,57,7.548949084712383,5,4.098685714338279,6.842848685393102,3,0,75.87667104316026
83,4.552803785946045,84,9.626288842688652,1,5.595400252235765,6.145119448447764,2,1,71.078281866902
60,8.631323793205418,68,6.064247459924024,2,3.4539915179845178,5.9898519249325854,1,0,67.11700425492945
67,2.296061077723941,79,9.128685052364984,5,0.7566919342524634,7.580950578213327,2,0,66.91662819710791
83,6.770159027856424,63,6.497531324965298,5,3.49032916484086,7.603886980874178,3,1,74.57125882488111
70,3.8400706983016244,69,9.190189442148798,4,4.598083278627914,8.298068279199716,2,0,66.1667320189082
76,2.9645350862182305,98,8.463647662706885,3,2.438499219444112,6.6708342678919035,5,0,72.15329115121477
67,2.6156256130336732,74,9.373112363745609,1,5.279026487648807,5.292340364104601,3,0,58.86264752289303
94,7.570310207025118,89,6.39005730256359,1,3.8920977201441866,6.094665539685831,2,0,76.52269836181871
94,4.718999710144529,73,8.235922536399096,4,5.395493509735215,8.920021852787269,1,1,72.15396927425994
92,7.798134172230092,63,8.004351521048788,4,3.7410318674840233,7.385034300930808,2,0,79.78651139882153
64,2.522850726391539,75,8.824772731853434,3,0.7877278320289454,7.838948339204081,1,1,64.16805304000107
98,4.522322702644883,87,8.137162207574704,3,1.8581502666311347,5.029431318501658,5,0,78.24761397683609
100,6.315930339002698,72,8.162938268532416,5,1.2107696895147415,7.0728229287300834,2,1,82.27201756548924
87,8.32578531871171,71,7.718383774304259,2,5.452958986301174,5.150114630127213,5,1,79.55976510542418
66,4.550020023456559,97,7.235337696029363,3,4.5624004037248955,7.276920848365792,3,0,69.2540034385413
68,7.007131011496073,68,7.929057445008769,4,4.0583902134600365,8.683083398544301,1,1,73.95399785461879
67,9.087821985889498,95,6.473969435073602,3,1.80579791778973,8.873676522001631,3,1,85.7263987105091
71,6.9269055054584365,100,9.846053355932339,1,1.1042686323012811,7.162210701555697,1,1,83.52623742384408
93,3.86367579802907,52,8.857643054506394,2,4.538706527933471,6.832819221008863,5,1,68.72097457113864
92,2.195206252452304,91,9.809868466751388,5,2.844947675274478,8.780068376993976,4,1,77.84034566742208
82,8.960790991207439,68,6.906909529319853,1,1.3547373129037747,7.69443932798678,2,0,78.56596993672707
83,2.170155286803097,58,9.517364080706113,1,3.6997318689916505,5.259597118153637,5,1,61.596468865710676
96,8.997613381473595,77,9.235159938254153,2,0.24200311283071185,6.86290231066999,1,1,90.08285352405008
94,6.231497072217696,69,8.708609649830695,5,1.957021524769521,5.960980073857216,1,0,78.30072250925483
99,9.512541588103169,94,8.500116744340822,4,2.8113419675468077,6.879217285794726,1,0,92.45404975415835
81,8.390265886189322,56,7.2661986610714795,5,0.887750004656435,6.8218622880254465,1,1,78.29607687577226
86,9.9834728842667,63,9.265643139860122,3,5.907926865545037,7.328579211258968,2,0,84.28661977923728
94,4.805694523613681,58,8.006061845918936,1,1.2545841875376855,6.427081961397005,3,0,69.42784348076984
60,8.137506311449016,68,6.2835663035651415,3,0.7821187802595932,5.657081797823713,4,0,72.95299697316369
94,5.215447308873937,96,7.25145264342052,4,1.2212092433213784,7.014877738359825,2,0,79.08662511069852
96,5.839004962431271,63,9.74118839418131,3,4.614366798958345,8.320811537383047,1,0,75.60677347580338
73,7.020043705746961,87,9.402721042419385,5,2.553033955631057,7.656048912270409,2,0,83.04908633931714
62,8.989416913490711,85,9.927622792306156,3,3.392495638515228,6.353471463700863,5,1,87.7381574875613
60,9.87266775359436,89,8.511973530416393,4,0.12605494191816446,8.74209209103543,1,1,89.44616862427665
64,8.146187310916146,66,6.990040292561648,4,0.20658785143988734,8.648830284996729,4,0,78.96868196712381
85,5.34213425733867,79,6.651260198707455,4,2.674953298962097,5.837393597536395,1,0,68.95913640641454
73,5.3708560182165614,58,6.747657762433846,5,4.899931459209741,5.157670340481452,4,1,66.63814430496068
98,7.900658412711132,82,6.079182633389017,4,5.311433272245392,7.9652348334030485,4,0,80.50642902588125
86,3.9102171661464187,74,7.562728443943756,1,0.5202394055738413,8.310441045396614,3,1,69.89800872278296
68,2.8837929050511573,63,6.76571072199817,4,3.230178612606137,8.87145826380542,3,0,59.885701404731165
74,4.836977261126212,60,7.64662184182681,3,5.479378117675623,8.559345576353243,2,1,65.97428252131576
74,4.297911933232654,84,9.739977727355061,3,2.327836526387318,7.402139072825659,2,1,74.51579423513645
85,4.370464963647921,90,7.72216083802876,3,4.977394988570212,7.120209356849523,4,0,71.46766895629528
72,3.8688620083992795,63,9.511937987939339,5,0.8021739263966172,5.111364205050345,1,0,67.3787837744996
91,2.336745517090895,79,8.422019066463506,3,5.612366938006792,5.986625787379111,5,0,65.56539395546757
98,2.1429914778673105,90,6.988526218645568,5,4.508539905187816,6.838459006931705,5,0,70.06056547291317
91,9.901779117888253,53,7.423419037036846,5,5.64800635672141,7.514015600334272,1,1,81.69876548815166
63,5.422185069886899,53,6.335678143285717,4,4.059703401315039,7.229007333273643,1,0,59.12828634302001
89,5.074613177277453,77,7.333850374384042,1,2.180423591996562,7.970543958726762,3,1,72.45595598768286
96,7.437178261544559,57,8.710163782014137,4,5.629087035148334,6.119067723548163,5,0,79.76882715960268
82,3.7460311029205133,51,6.288444371717741,4,1.6534006578550708,7.2598104306098925,4,1,64.02202212495085
98,9.599689471601803,90,6.821605633912117,5,1.9930351323703952,5.3525689735631685,2,0,89.81638478233955
74,8.290760115324417,95,7.525764165653246,5,4.204850508010442,6.654662094332828,3,0,83.55184994768499
88,2.715288018498076,71,9.92819814806385,3,4.591897797152318,8.000643331818404,5,1,71.09988277582796
95,5.340646206279427,90,9.13944729183552,3,5.576420903094923,7.773603413716176,1,0,77.08662631952426
72,9.032946460497318,65,8.933946985968415,4,1.228814454337257,8.962570948688716,5,0,86.28596789897594
91,9.557856178331281,78,6.464763826101784,2,4.787988211315344,6.1115645039510245,4,0,81.95385141014967
66,5.739212089998958,98,9.123983574459967,2,4.43127632038178,6.9927571966959166,3,0,75.00475741011292
81,6.907291113685662,97,9.14107524606406,3,0.3827673375215872,6.318121655095987,1,0,82.83893786777108
87,3.336271568736602,79,8.404410782497314,2,2.3233388472612417,6.762412456236699,4,1,70.02323514768302
61,9.929349009095812,61,9.961447127993488,3,1.6965927423605915,8.427800519477552,2,0,84.84492689288125
65,3.853373611067547,84,7.301015623698207,5,1.8269425461241824,7.7368363007539465,3,1,70.71857379159972
87,9.541854193081004,60,9.765089792967407,4,5.897681277328205,8.529764765390327,4,0,88.6551923333789
87,7.197173191938948,95,9.658924459826014,1,3.8566644808795676,5.814044433327545,4,0,84.3512291685497
79,6.861894359030873,99,6.045922638997512,4,4.3060569467609975,8.493444471365752,1,1,77.72034572914606
89,6.101508088132069,70,7.800466105899244,3,5.859705823890055,5.239049096713538,2,1,71.53362417033802
70,3.8453584937420695,70,9.908416932206293,3,2.2632106947458324,8.55439712174861,4,1,72.33735224780426
87,3.412224256044066,54,6.412485449632303,4,4.811041010716836,6.316295117842912,3,1,61.883403090854245
84,3.763889672561403,97,8.191138777533277,3,2.607185779826972,6.258350533656266,4,1,75.05454940364017
98,3.491506097154036,69,9.915830028164416,2,5.2172020308898786,7.048354306794655,5,0,72.71415900817964
92,8.236675788534026,86,8.221981696423441,2,1.083945247867819,8.762760750892927,3,1,89.6088198745775
60,4.801002073333841,52,6.759261211888624,3,5.686117062385677,5.1911254587256215,3,1,57.54505886907416
86,2.462741412507171,93,8.32873292037036,3,1.312630250465278,6.408923900282981,4,0,69.94208989376075
72,9.752821041126492,82,6.817762295798188,2,1.9573230418855891,8.426287954733343,1,0,81.49875208028622
100,9.070287079707406,58,8.078817051577937,3,4.537153404640683,6.5842179097418665,3,1,84.07727685921046
62,9.422018265561704,58,6.296168871649392,3,2.3625308493924404,5.796627590388268,5,1,77.57292574068227
98,9.959262581171483,53,8.421930676857619,4,3.6492682605986797,6.699176725325647,1,1,85.71880940182506
65,3.3911619937558983,84,8.067159756512632,1,2.667441006416571,6.542210005966677,1,0,60.40957946214314
67,5.16993615122127,66,8.960645475045853,2,4.454219622538691,8.661664805866813,1,1,68.18063829011746
86,8.06590780563273,83,8.52280188463514,4,1.369987514211665,8.047737502972389,3,0,86.93786901649025
68,7.568164944430338,73,8.198425074123026,1,0.35074792342126204,7.020462222976025,1,0,73.03100593138488
96,3.2311672507188405,81,8.759115396992485,3,1.7995763848383974,8.953482266886285,4,0,75.13965424496578
92,8.526664999924943,50,6.575767654288923,3,2.8458519892105816,6.861110125103693,1,0,74.3933595573326
83,3.7955245746932853,57,8.381438645034416,4,1.0081203131560714,5.232951323281101,5,1,69.39660517530956
74,3.7905409185809846,94,6.688442411291111,3,2.128783737938332,6.04909728725994,2,0,66.19271984000484
91,6.295795383147309,72,9.702088831407524,5,2.399898109761411,6.744281920877251,5,0,84.47871018358083
91,6.743519478733625,96,6.273336419382417,4,0.3443510621296413,5.627610496584481,3,1,82.80556825140798
83,6.640689662702489,89,7.721498998763173,1,3.4998434891052272,8.790260505296171,1,0,74.95155127271951
100,2.731894699182039,61,8.783189910621779,4,5.306060567827725,8.067395591271092,1,1,67.15984026962089
71,9.019686901043043,61,7.8320888466730345,2,0.9104574777183145,6.07314880171109,4,0,79.84842219923911
98,4.1248003407096485,95,6.368381012931609,4,3.586848080409084,7.363218134071664,1,1,72.78834864522317
61,3.0361193702624334,96,8.21351606450683,3,3.9884352294650776,7.885796628438288,5,0,66.90347550256958
62,9.109984638951818,64,8.566527635309418,3,2.51600808251573,8.765115715627193,3,0,80.73539631570938
96,9.645211985838028,90,8.81516924396203,5,4.20658552418562,8.526541396701642,2,1,95.16939513023611
76,8.897020938123605,68,7.493039257851036,5,2.4643892609460725,7.060768904552855,1,0,80.19215046032062
61,8.476128597799025,75,8.254639884115049,5,3.027823727864609,8.09861047917207,2,0,81.04184085839128
61,7.241935845112174,78,7.802745899755653,1,0.04411826732656188,7.24857901531034,1,1,73.26149110624124
87,6.4068589648731145,71,8.688224155009014,5,4.150320684808133,7.21081556018216,3,0,78.09408592126174
82,2.695894079291281,89,8.334227869299275,1,3.968056073668347,5.458967833352768,5,0,65.97708199946149
96,5.26762570456559,70,8.103024878236539,5,0.23040526395806737,5.504550632064609,3,1,79.31037507692923
91,4.981508136098512,100,6.998097467352995,1,2.2095006443707987,7.11813446008983,2,1,77.10000326956745
92,4.07803027008261,87,6.008074070992936,4,5.874191044750004,6.075446179916026,1,1,66.82472289715804
60,7.7873609095086795,69,6.696326701245717,4,2.524419375411701,5.0841476098418745,2,1,71.15842093647785
78,5.9670058806301665,78,6.468264165696675,3,3.0116724307910503,7.891356815600849,5,1,75.02454857476557
61,2.6483697272611835,100,7.796338980043787,1,5.459580948958312,5.129946386760659,3,0,59.10312947710389
85,3.7614656155984907,53,8.449032603047378,2,4.303571255194538,7.381107364416218,2,1,63.95140687364939
91,7.466070109276767,56,6.852340034739233,3,3.4924207867453414,7.1567751765092575,2,0,73.43959854128119
65,2.6090468759224015,77,9.756228383868748,4,4.786828088046435,8.875258762311217,5,1,68.785013717201
91,8.809655312390149,77,6.026728516895551,1,5.1861975987358395,6.936852557390567,1,0,74.97867147782902
63,5.961172216111795,53,9.089204060661372,5,2.741328430423601,5.254405745511189,2,0,67.96670414468666
70,5.844692618613184,71,8.500819078121769,2,2.850650189591012,7.206751871225847,5,1,74.38311311827785
76,6.739262277276141,61,7.494219204190728,4,2.3163056139110147,8.364384682464406,1,0,72.12119008354014
97,8.597447727401192,94,6.201955777649632,3,5.800236840110763,8.98739713712576,1,0,82.8110615678613
83,4.782473663217544,52,8.509946287137117,1,4.182997525742103,6.72137269475629,3,1,66.38852020955478
64,7.4241292204725085,71,7.542454051462592,2,0.49933839724843376,6.28119496998697,5,1,76.99558268788589
93,6.5258557119663285,93,9.745068557652877,1,5.1777577398781105,8.626613187807996,1,1,82.08256241702887
65,4.136226161355371,51,8.167960299559063,5,2.8833596450176087,5.764968516304485,3,1,62.93641872620445
81,9.029039890841265,73,9.758606045174034,3,0.4125234385349248,7.4617156601317065,4,0,89.57929631276069
70,8.379408172855424,83,6.881934773893216,1,3.298303530979866,6.622857696723791,5,0,78.12360781375718
75,7.267614677267404,76,8.902903641456414,4,2.5029856738542122,5.164329459822222,4,0,78.94261097339445
92,8.804653832753935,90,8.468996083394902,3,5.266496429175749,6.389153897222791,1,0,84.42273246938962
68,8.938353607678419,50,8.957632919325247,4,1.2239676216563242,6.060914090010698,5,0,81.53818357791155
65,7.666903813720278,57,6.858671455890147,1,4.958787656953097,7.744364615773947,3,0,67.53139009340738
75,8.696106626909376,72,8.659978064951094,3,3.3461321471127166,8.795161990767673,1,1,82.58176497975194
88,7.579771693354269,87,7.9921615722274755,4,0.3276618192808143,6.072188749514551,5,0,87.34263957168031
62,7.441126174082403,55,8.971299899625265,5,5.831071807952908,8.245863756606727,5,0,75.1902201480433
79,6.948891025721474,71,7.308178576607271,5,3.0756914646191995,5.221439267753638,4,0,75.71888118977681
95,8.02173311646113,74,9.56022810186101,1,1.745261125389495,7.152484040159253,1,1,85.1770271295518
78,3.2688408423445896,67,6.337205258445401,3,2.8164410519355485,5.282200254839578,3,1,61.244572135815034
85,9.046966073591427,66,9.228757275164753,2,5.147146701104933,8.736131964522556,3,1,84.61701520785145
62,8.974748221961857,61,9.445278503260363,3,1.829418746310381,8.06540512222956,1,1,79.65242947450669
78,2.233978264276473,55,9.269009245467284,5,1.156058378920202,7.631799644818369,1,0,62.334001458947455
79,8.606534004518101,75,8.050905577047104,4,0.7744274815852887,8.295585526498657,2,0,84.63404881506649
91,3.0309589397875616,76,7.753539920123045,2,1.7871563903412675,7.590079182280652,4,0,68.0230186822017
66,4.680950834073135,57,9.985049146099508,1,4.680288522240261,8.875777588697165,1,1,65.42460149966136
100,7.948066050332862,68,6.9166878048566485,2,2.82975819117157,7.855831791459086,1,0,78.75701423787697
92,3.2860791683864656,91,8.187503863504178,1,1.3648896221612399,8.698634438328988,2,0,71.28704030539703
99,8.543736192952498,50,8.682702101529301,2,0.9971099976584952,7.068527568042552,2,0,81.46715603619658
98,8.657073423661934,78,8.803470543445728,1,1.9963768590622746,5.46825765192745,5,1,89.22452388077593
77,6.05974187008669,94,6.816098662954315,1,5.639546237314253,7.112710885692069,3,1,72.07525429328828
99,2.0510869737346686,98,8.615976369359204,2,2.0581602755401462,5.507491312252373,4,1,72.48568732495058
60,4.296305065399302,84,9.273478265925348,2,5.928744455727812,7.36997391670562,5,0,68.67987440373373
70,6.935415347005938,89,6.200074307284449,1,2.911382734592137,6.929972242110652,1,0,70.03882054650016
87,9.849489424219389,63,9.646085173301266,5,1.0749835097409053,7.490301591331127,2,0,90.71300648560808
84,7.054508216133347,84,6.118016220580824,2,5.346840550761057,5.040187924219326,3,0,71.78621053358405
82,4.078428648513278,97,7.423884129953578,3,2.7621322388089613,5.779361966621456,5,1,75.13512348578735
90,7.072045624796891,94,6.063252784931848,4,4.258028061027146,6.965321727648524,3,0,79.39096901444525
89,6.319883037726844,69,6.3085806741583275,1,5.902269499254911,8.802014246356539,2,1,70.0760290673588
94,8.23876316120915,98,9.644673140720316,1,0.301052101919844,6.534436161420634,5,0,93.69177288847156
66,2.8558451106156673,62,7.419443322984591,4,0.5801673587254028,6.697488104214539,5,1,64.89769946597038
75,8.088223220016225,87,7.699086121700212,5,4.322740448776537,7.858784356026488,3,0,83.8366706957706
85,6.330132629408882,98,6.8613775255302105,4,1.690950019772832,7.415171029144473,2,0,79.31681184890816
61,9.703936030871958,95,8.388383080746879,2,1.1058083817005944,6.1957046003933325,1,1,86.6407001251335
60,4.734977328309489,98,8.379212858711158,4,0.23617127891837697,6.643265582269711,5,1,77.32029195813669
71,7.060975145071585,57,7.488801567300877,1,0.13108027191721083,5.87079919542893,1,0,69.03294146397187
64,9.45622484408014,92,7.3321394872215935,4,4.646913618718745,8.864085836520834,2,0,83.07885274068948
96,2.820077823925434,69,9.539857232722351,3,0.8066005642173,5.5225375262294385,5,0,72.04243076062774
91,9.497827897891609,82,7.5331369585688055,2,2.8063236958269053,6.487347138265678,5,1,89.42981316522301
68,7.503085778406507,75,7.974003968617633,4,3.635380891076898,5.103355888880045,1,0,72.72476114589313
100,2.5426964728413752,88,7.133219049699722,1,2.5701108034130775,5.887117967734186,4,1,68.52564222454238
94,4.40770853557453,70,9.147078013428509,2,0.16263991401739863,8.12188455352062,1,0,72.87904605828919
78,7.665376709162253,98,7.589792627596367,1,4.701009015527453,5.804700929155517,1,0,75.58601260356518
75,2.5388048117501736,91,8.054444186177298,5,0.06307934724992093,5.320253610115863,4,0,69.84882168824146
62,6.657363681410186,92,7.013428680238645,3,4.571339366264904,6.897812719378093,2,0,72.3387418646642
79,4.767064455623654,90,9.950638369365008,5,5.359826962728736,5.0398769389380735,2,1,76.1354977182495
83,6.967324142139817,58,7.1659829636948915,3,2.5970395263430337,5.339064617705333,5,1,75.46096763001808
92,2.365936270500103,73,9.082970123622207,4,3.2132548385867894,8.2305034782519,3,0,68.60385239213566
83,8.97229444921901,86,7.709982601427036,2,2.861900355705923,8.085893379438426,3,0,84.41310528299321
70,9.787911753419175,98,6.8248696203365595,4,2.335251711740633,8.660555281619583,5,0,90.58438225681755
67,9.751022842285533,90,9.198875055859444,3,5.3245472122221615,8.418061743642998,3,1,89.74876072969185
95,7.997214653943398,66,7.334427156116172,3,5.363601064019943,7.732702252959273,1,0,76.74180139183362
97,3.0406899210450558,73,9.460773389591244,3,2.014898187849207,5.209331429202651,1,1,70.35276519660128
99,8.066105567432182,70,9.661028739671291,1,3.690418524088188,8.13139447194663,4,1,87.89866834763119
79,2.196695331670412,100,9.439295341565103,2,5.561445372875185,8.382043243362242,4,1,70.86585990616567
94,2.176988412231978,88,6.140031659227223,4,5.772350993648109,8.196328583087817,5,1,67.45298010639955
84,4.58888175319633,90,9.149493380020422,4,3.0537542425322854,7.033916141232105,5,0,79.08679761897002
94,5.909145523237326,88,7.6453578659965755,5,2.7169488317059605,5.931607354597927,5,0,82.1541557469332
84,8.163259342462347,62,9.4948916807289,3,1.6721658955711547,8.381319902754907,1,1,82.51193934989105
88,7.4663630128520415,60,8.551817050738954,3,5.75323123914246,7.908651238960553,3,0,76.86715095303298
77,5.567221651013987,95,9.334572536575834,3,0.8568858268372042,8.923044697555406,5,0,83.82008847451068
77,4.189013330253327,68,7.997727079467341,4,3.47897745628635,5.622770391023732,5,0,67.77557943119254
61,9.97699600126169,60,8.140102018395732,5,1.6953016051118333,5.902658332208221,1,1,81.03180439081
94,5.409450417887784,62,6.577550528534669,1,1.6740497420867797,5.847192599526011,1,0,65.13064703788075
75,5.611096194637404,95,9.135949434757421,2,2.429811524257131,8.170159070485347,1,0,75.65498424816137
100,3.3089905695333535,94,7.677558446667886,1,5.992757614893927,5.747629185800473,3,0,67.93166640493625
95,8.358476389999435,50,8.00032047308633,4,0.3297978410389324,5.266639319293224,5,0,83.22973973655948
92,7.549457806251909,89,9.14039085638283,3,3.4712509092211885,8.994243226342515,2,0,86.0977540002857
63,3.766156902310083,93,8.395381600317755,2,0.49543294821166306,5.099268845780596,2,0,66.26174619883862
92,2.6590483649267416,68,6.80439490977067,4,0.9271249799431138,8.340976240635463,5,0,67.74367396704683
73,7.443994416597705,61,8.360930636603571,4,2.637377650637392,6.461467366202611,5,0,77.99638406855746
